"site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","nest_age"
"RUTW","LETE","29.76154","-93.13561","none",NA,10,20,78,78,85,FALSE,5,NA,NA,"2020",83,0,FALSE,0,2,NA,NA
"RUTW","LETE","29.76154","-93.13561","none",NA,10,20,78,78,85,FALSE,5,NA,NA,"2020",85,0,TRUE,0,2,NA,NA
"RUTW","CONI","29.76447","-93.14879","symbolic",90,40,40,78,89,89,FALSE,1,NA,NA,"2020",78,1,FALSE,1,0,74,NA
"RUTW","CONI","29.76447","-93.14879","symbolic",90,40,40,78,89,89,FALSE,1,NA,NA,"2020",81,1,FALSE,0,3,74,NA
"RUTW","CONI","29.76447","-93.14879","symbolic",90,40,40,78,89,89,FALSE,1,NA,NA,"2020",83,1,FALSE,0,2,74,NA
"RUTW","CONI","29.76447","-93.14879","symbolic",90,40,40,78,89,89,FALSE,1,NA,NA,"2020",85,1,FALSE,0,2,74,NA
"RUTW","CONI","29.76447","-93.14879","symbolic",90,40,40,78,89,89,FALSE,1,NA,NA,"2020",89,1,TRUE,0,4,74,NA
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",82,1,FALSE,1,0,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",83,1,FALSE,0,1,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",85,1,FALSE,0,2,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",89,1,FALSE,0,4,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",92,1,FALSE,0,3,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",95,1,FALSE,0,3,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",98,1,FALSE,0,3,80,22
"RUTW","LETE","29.7641","-93.14685","symbolic",99,75,75,82,101,101,TRUE,1,1,102,"2020",101,1,TRUE,0,3,80,22
"RUTW","LETE","29.7658","-93.15541","symbolic",89,50,50,82,89,89,FALSE,1,NA,NA,"2020",82,1,FALSE,1,0,70,NA
"RUTW","LETE","29.7658","-93.15541","symbolic",89,50,50,82,89,89,FALSE,1,NA,NA,"2020",83,1,FALSE,0,1,70,NA
"RUTW","LETE","29.7658","-93.15541","symbolic",89,50,50,82,89,89,FALSE,1,NA,NA,"2020",85,1,FALSE,0,2,70,NA
"RUTW","LETE","29.7658","-93.15541","symbolic",89,50,50,82,89,89,FALSE,1,NA,NA,"2020",89,1,TRUE,0,4,70,NA
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",82,1,FALSE,1,0,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",83,1,FALSE,0,1,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",85,1,FALSE,0,2,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",89,1,FALSE,0,4,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",92,1,FALSE,0,3,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",95,1,FALSE,0,3,83,15
"RUTW","LETE","29.76708","-93.16172","symbolic",102,10,40,82,92,98,TRUE,4,0,98,"2020",98,0,TRUE,0,3,83,15
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",82,1,FALSE,1,0,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",83,1,FALSE,0,1,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",85,1,FALSE,0,2,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",89,1,FALSE,0,4,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",92,1,FALSE,0,3,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",95,1,FALSE,0,3,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",98,1,FALSE,0,3,81,NA
"RUTW","LETE","29.76422","-93.14847","symbolic",100,50,75,82,98,101,FALSE,2,NA,NA,"2020",101,0,TRUE,0,3,81,NA
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",82,1,FALSE,1,0,72,23
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",83,1,FALSE,0,1,72,23
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",85,1,FALSE,0,2,72,23
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",89,1,FALSE,0,4,72,23
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",92,1,FALSE,0,3,72,23
"RUTW","LETE","29.76563","-93.15456","symbolic",91,0,20,82,95,95,TRUE,8,1,95,"2020",95,0,TRUE,0,3,72,23
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",83,1,FALSE,1,0,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",85,1,FALSE,0,2,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",89,1,FALSE,0,4,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,77,NA
"RUTW","LETE","29.76388","-93.14663","symbolic",96,20,40,83,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,77,NA
"RUTW","LETE","29.76376","-93.14611","symbolic",100,0,25,83,85,89,FALSE,6,NA,NA,"2020",83,1,FALSE,1,0,81,NA
"RUTW","LETE","29.76376","-93.14611","symbolic",100,0,25,83,85,89,FALSE,6,NA,NA,"2020",85,1,FALSE,0,2,81,NA
"RUTW","LETE","29.76376","-93.14611","symbolic",100,0,25,83,85,89,FALSE,6,NA,NA,"2020",89,0,TRUE,0,4,81,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",83,1,FALSE,1,0,77,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",85,1,FALSE,0,2,77,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",89,1,FALSE,0,4,77,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,77,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",95,1,TRUE,0,3,77,NA
"RUTW","LETE","29.76366","-93.14568","symbolic",96,0,25,83,95,95,FALSE,1,NA,NA,"2020",101,0,FALSE,0,6,77,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",83,1,FALSE,1,0,82,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",85,1,FALSE,0,2,82,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",89,1,FALSE,0,4,82,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",92,1,TRUE,0,3,82,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",95,0,FALSE,0,3,82,NA
"RUTW","LETE","29.76359","-93.14537","symbolic",101,0,25,83,89,92,FALSE,0,NA,NA,"2020",98,0,FALSE,0,3,82,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",83,1,FALSE,1,0,81,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",85,1,FALSE,0,2,81,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",89,1,FALSE,0,4,81,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",92,1,FALSE,0,3,81,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",95,1,FALSE,0,3,81,NA
"RUTW","LETE","29.76356","-93.14529","symbolic",100,0,25,83,95,98,FALSE,6,NA,NA,"2020",98,0,TRUE,0,3,81,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",85,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",89,1,FALSE,0,4,84,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",92,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",98,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76359","-93.14536","symbolic",103,0,10,85,98,101,FALSE,6,NA,NA,"2020",101,0,TRUE,0,3,84,NA
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",85,1,FALSE,1,0,84,17
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",89,1,FALSE,0,4,84,17
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",92,1,FALSE,0,3,84,17
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",95,1,FALSE,0,3,84,17
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",98,1,FALSE,0,3,84,17
"RUTW","LETE","29.76359","-93.14542","symbolic",103,5,10,85,98,101,TRUE,6,6,101,"2020",101,0,TRUE,0,3,84,17
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",85,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",89,1,FALSE,0,4,84,NA
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",92,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",98,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76363","-93.1456","symbolic",103,0,10,85,98,101,FALSE,2,NA,NA,"2020",101,0,TRUE,0,3,84,NA
"RUTW","LETE","29.76408","-93.14817","symbolic",103,0,0,85,89,92,FALSE,6,NA,NA,"2020",85,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76408","-93.14817","symbolic",103,0,0,85,89,92,FALSE,6,NA,NA,"2020",89,1,FALSE,0,4,84,NA
"RUTW","LETE","29.76408","-93.14817","symbolic",103,0,0,85,89,92,FALSE,6,NA,NA,"2020",92,0,TRUE,0,3,84,NA
"RUTW","LETE","29.76422","-93.14839","symbolic",96,10,30,85,98,98,TRUE,1,1,97,"2020",85,1,FALSE,1,0,77,20
"RUTW","LETE","29.76422","-93.14839","symbolic",96,10,30,85,98,98,TRUE,1,1,97,"2020",89,1,FALSE,0,4,77,20
"RUTW","LETE","29.76422","-93.14839","symbolic",96,10,30,85,98,98,TRUE,1,1,97,"2020",92,1,FALSE,0,3,77,20
"RUTW","LETE","29.76422","-93.14839","symbolic",96,10,30,85,98,98,TRUE,1,1,97,"2020",95,1,FALSE,0,3,77,20
"RUTW","LETE","29.76422","-93.14839","symbolic",96,10,30,85,98,98,TRUE,1,1,97,"2020",98,1,TRUE,0,3,77,20
"RUTW","LETE","29.76429","-93.14833","symbolic",102,50,50,85,89,92,FALSE,4,NA,NA,"2020",85,1,FALSE,1,0,83,NA
"RUTW","LETE","29.76429","-93.14833","symbolic",102,50,50,85,89,92,FALSE,4,NA,NA,"2020",89,1,FALSE,0,4,83,NA
"RUTW","LETE","29.76429","-93.14833","symbolic",102,50,50,85,89,92,FALSE,4,NA,NA,"2020",92,0,TRUE,0,3,83,NA
"RUTW","LETE","29.76546","-93.15455","symbolic",95,0,10,85,95,95,FALSE,1,NA,NA,"2020",85,1,FALSE,1,0,76,NA
"RUTW","LETE","29.76546","-93.15455","symbolic",95,0,10,85,95,95,FALSE,1,NA,NA,"2020",89,1,FALSE,0,4,76,NA
"RUTW","LETE","29.76546","-93.15455","symbolic",95,0,10,85,95,95,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,76,NA
"RUTW","LETE","29.76546","-93.15455","symbolic",95,0,10,85,95,95,FALSE,1,NA,NA,"2020",95,1,TRUE,0,3,76,NA
"RUTW","LETE","29.76547","-93.15459","symbolic",NA,0,10,85,85,89,FALSE,2,NA,NA,"2020",85,1,FALSE,1,0,NA,NA
"RUTW","LETE","29.76547","-93.15459","symbolic",NA,0,10,85,85,89,FALSE,2,NA,NA,"2020",89,0,TRUE,0,4,NA,NA
"RUTW","LETE","29.76553","-93.15516","symbolic",NA,0,10,85,85,89,FALSE,2,NA,NA,"2020",85,1,FALSE,1,0,NA,NA
"RUTW","LETE","29.76553","-93.15516","symbolic",NA,0,10,85,85,89,FALSE,2,NA,NA,"2020",89,0,TRUE,0,4,NA,NA
"RUTW","LETE","29.76548","-93.15517","symbolic",103,0,0,85,95,98,FALSE,NA,NA,NA,"2020",85,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76548","-93.15517","symbolic",103,0,0,85,95,98,FALSE,NA,NA,NA,"2020",89,1,FALSE,0,4,84,NA
"RUTW","LETE","29.76548","-93.15517","symbolic",103,0,0,85,95,98,FALSE,NA,NA,NA,"2020",92,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76548","-93.15517","symbolic",103,0,0,85,95,98,FALSE,NA,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76548","-93.15517","symbolic",103,0,0,85,95,98,FALSE,NA,NA,NA,"2020",98,0,TRUE,0,3,84,NA
"RUTW","LETE","29.76555","-93.15548","symbolic",NA,0,0,85,85,89,FALSE,NA,NA,NA,"2020",85,1,FALSE,1,0,NA,NA
"RUTW","LETE","29.76555","-93.15548","symbolic",NA,0,0,85,85,89,FALSE,NA,NA,NA,"2020",89,0,TRUE,0,4,NA,NA
"RUTW","LETE","29.76567","-93.1556","symbolic",99,0,20,85,98,98,FALSE,1,NA,NA,"2020",85,1,FALSE,1,0,80,NA
"RUTW","LETE","29.76567","-93.1556","symbolic",99,0,20,85,98,98,FALSE,1,NA,NA,"2020",89,1,FALSE,0,4,80,NA
"RUTW","LETE","29.76567","-93.1556","symbolic",99,0,20,85,98,98,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,80,NA
"RUTW","LETE","29.76567","-93.1556","symbolic",99,0,20,85,98,98,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,80,NA
"RUTW","LETE","29.76567","-93.1556","symbolic",99,0,20,85,98,98,FALSE,1,NA,NA,"2020",98,1,TRUE,0,3,80,NA
"RUTW","LETE","29.76421","-93.14785","symbolic",98,75,75,85,98,98,FALSE,1,NA,NA,"2020",85,1,FALSE,1,0,79,NA
"RUTW","LETE","29.76421","-93.14785","symbolic",98,75,75,85,98,98,FALSE,1,NA,NA,"2020",89,1,FALSE,0,4,79,NA
"RUTW","LETE","29.76421","-93.14785","symbolic",98,75,75,85,98,98,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,79,NA
"RUTW","LETE","29.76421","-93.14785","symbolic",98,75,75,85,98,98,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,79,NA
"RUTW","LETE","29.76421","-93.14785","symbolic",98,75,75,85,98,98,FALSE,1,NA,NA,"2020",98,1,TRUE,0,3,79,NA
"RUTW","LETE","29.76386","-93.14663","symbolic",96,0,10,89,95,95,FALSE,1,NA,NA,"2020",89,1,FALSE,1,0,77,NA
"RUTW","LETE","29.76386","-93.14663","symbolic",96,0,10,89,95,95,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,77,NA
"RUTW","LETE","29.76386","-93.14663","symbolic",96,0,10,89,95,95,FALSE,1,NA,NA,"2020",95,1,TRUE,0,3,77,NA
"RUTW","LETE","29.76688","-93.1609","symbolic",102,0,0,89,101,101,FALSE,1,NA,NA,"2020",89,1,FALSE,1,0,83,NA
"RUTW","LETE","29.76688","-93.1609","symbolic",102,0,0,89,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,83,NA
"RUTW","LETE","29.76688","-93.1609","symbolic",102,0,0,89,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,83,NA
"RUTW","LETE","29.76688","-93.1609","symbolic",102,0,0,89,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,83,NA
"RUTW","LETE","29.76688","-93.1609","symbolic",102,0,0,89,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,83,NA
"RUTW","LETE","29.76696","-93.16107","symbolic",103,0,0,89,101,101,FALSE,1,NA,NA,"2020",89,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76696","-93.16107","symbolic",103,0,0,89,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76696","-93.16107","symbolic",103,0,0,89,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76696","-93.16107","symbolic",103,0,0,89,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76696","-93.16107","symbolic",103,0,0,89,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,84,NA
"RUTW","LETE","29.76695","-93.16108","symbolic",105,0,0,89,89,92,FALSE,6,NA,NA,"2020",89,1,FALSE,1,0,86,NA
"RUTW","LETE","29.76695","-93.16108","symbolic",105,0,0,89,89,92,FALSE,6,NA,NA,"2020",92,0,TRUE,0,3,86,NA
"RUTW","LETE","29.76704","-93.16103","symbolic",103,0,10,89,98,101,FALSE,0,NA,NA,"2020",89,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76704","-93.16103","symbolic",103,0,10,89,98,101,FALSE,0,NA,NA,"2020",92,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76704","-93.16103","symbolic",103,0,10,89,98,101,FALSE,0,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76704","-93.16103","symbolic",103,0,10,89,98,101,FALSE,0,NA,NA,"2020",98,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76704","-93.16103","symbolic",103,0,10,89,98,101,FALSE,0,NA,NA,"2020",101,0,TRUE,0,3,84,NA
"RUTW","LETE","29.767","-93.1611","symbolic",100,40,30,89,101,101,FALSE,1,NA,NA,"2020",89,1,FALSE,1,0,81,NA
"RUTW","LETE","29.767","-93.1611","symbolic",100,40,30,89,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,0,3,81,NA
"RUTW","LETE","29.767","-93.1611","symbolic",100,40,30,89,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,81,NA
"RUTW","LETE","29.767","-93.1611","symbolic",100,40,30,89,101,101,FALSE,1,NA,NA,"2020",98,0,FALSE,0,3,81,NA
"RUTW","LETE","29.767","-93.1611","symbolic",100,40,30,89,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,81,NA
"RUTW","LETE","29.76427","-93.14828","symbolic",97,30,30,92,98,98,FALSE,1,NA,NA,"2020",92,1,FALSE,1,0,78,NA
"RUTW","LETE","29.76427","-93.14828","symbolic",97,30,30,92,98,98,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,78,NA
"RUTW","LETE","29.76427","-93.14828","symbolic",97,30,30,92,98,98,FALSE,1,NA,NA,"2020",98,1,TRUE,0,3,78,NA
"RUTW","LETE","29.76701","-93.16089","symbolic",97,10,30,92,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,1,0,78,NA
"RUTW","LETE","29.76701","-93.16089","symbolic",97,10,30,92,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,78,NA
"RUTW","LETE","29.76701","-93.16089","symbolic",97,10,30,92,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,78,NA
"RUTW","LETE","29.76701","-93.16089","symbolic",97,10,30,92,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,78,NA
"RUTW","LETE","29.76698","-93.16113","symbolic",103,40,30,92,101,101,FALSE,1,NA,NA,"2020",92,1,FALSE,1,0,84,NA
"RUTW","LETE","29.76698","-93.16113","symbolic",103,40,30,92,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76698","-93.16113","symbolic",103,40,30,92,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,84,NA
"RUTW","LETE","29.76698","-93.16113","symbolic",103,40,30,92,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,84,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",92,1,FALSE,1,0,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",95,1,FALSE,0,3,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",98,1,FALSE,0,3,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",101,1,FALSE,0,3,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",103,1,FALSE,0,2,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",105,1,FALSE,0,2,90,NA
"RUTW","CONI","29.7667","-93.15858","none",106,95,95,92,105,109,TRUE,7,NA,NA,"2020",109,0,TRUE,0,4,90,NA
"RUTW","LETE","29.76349","-93.14529","symbolic",111,0,0,95,95,98,FALSE,3,NA,NA,"2020",95,1,FALSE,1,0,92,NA
"RUTW","LETE","29.76349","-93.14529","symbolic",111,0,0,95,95,98,FALSE,3,NA,NA,"2020",98,0,TRUE,0,3,92,NA
"RUTW","LETE","29.76696","-93.16099","symbolic",108,0,0,95,98,101,FALSE,0,NA,NA,"2020",95,1,FALSE,1,0,89,NA
"RUTW","LETE","29.76696","-93.16099","symbolic",108,0,0,95,98,101,FALSE,0,NA,NA,"2020",98,1,FALSE,0,3,89,NA
"RUTW","LETE","29.76696","-93.16099","symbolic",108,0,0,95,98,101,FALSE,0,NA,NA,"2020",101,0,TRUE,0,3,89,NA
"RUTW","LETE","29.76698","-93.16124","symbolic",102,0,10,95,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,1,0,83,NA
"RUTW","LETE","29.76698","-93.16124","symbolic",102,0,10,95,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,83,NA
"RUTW","LETE","29.76698","-93.16124","symbolic",102,0,10,95,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,83,NA
"RUTW","LETE","29.76699","-93.16082","symbolic",102,30,30,95,101,101,FALSE,1,NA,NA,"2020",95,1,FALSE,1,0,83,NA
"RUTW","LETE","29.76699","-93.16082","symbolic",102,30,30,95,101,101,FALSE,1,NA,NA,"2020",98,1,FALSE,0,3,83,NA
"RUTW","LETE","29.76699","-93.16082","symbolic",102,30,30,95,101,101,FALSE,1,NA,NA,"2020",101,1,TRUE,0,3,83,NA
"RUTW","LETE","29.76765","-93.16483","none",101,10,10,98,101,103,FALSE,3,NA,NA,"2020",98,1,FALSE,1,0,82,NA
"RUTW","LETE","29.76765","-93.16483","none",101,10,10,98,101,103,FALSE,3,NA,NA,"2020",101,1,FALSE,0,3,82,NA
"RUTW","LETE","29.76765","-93.16483","none",101,10,10,98,101,103,FALSE,3,NA,NA,"2020",103,0,TRUE,0,2,82,NA
"RUTW","LETE","29.76754","-93.16374","none",101,5,10,98,103,103,TRUE,8,1,103,"2020",98,1,FALSE,1,0,82,21
"RUTW","LETE","29.76754","-93.16374","none",101,5,10,98,103,103,TRUE,8,1,103,"2020",101,1,FALSE,0,3,82,21
"RUTW","LETE","29.76754","-93.16374","none",101,5,10,98,103,103,TRUE,8,1,103,"2020",103,0,TRUE,0,2,82,21
"RUTW","LETE","29.76687","-93.1608","symbolic",117,0,5,101,101,103,TRUE,0,3,103,"2020",101,1,FALSE,1,0,98,5
"RUTW","LETE","29.76687","-93.1608","symbolic",117,0,5,101,101,103,TRUE,0,3,103,"2020",103,0,TRUE,0,2,98,5
"RUTW","LETE","29.76691","-93.1609","symbolic",104,0,5,101,101,103,FALSE,3,NA,NA,"2020",101,1,FALSE,1,0,85,NA
"RUTW","LETE","29.76691","-93.1609","symbolic",104,0,5,101,101,103,FALSE,3,NA,NA,"2020",103,0,TRUE,0,2,85,NA
"RUTW","LETE","29.76701","-93.16161","symbolic",104,20,30,101,101,103,TRUE,3,3,103,"2020",101,1,FALSE,1,0,85,18
"RUTW","LETE","29.76701","-93.16161","symbolic",104,20,30,101,101,103,TRUE,3,3,103,"2020",103,0,TRUE,0,2,85,18
"RUTW","LETE","29.76561","-93.15562","symbolic",117,0,0,101,101,103,FALSE,3,NA,NA,"2020",101,1,FALSE,1,0,98,NA
"RUTW","LETE","29.76561","-93.15562","symbolic",117,0,0,101,101,103,FALSE,3,NA,NA,"2020",103,0,TRUE,0,2,98,NA
"RUTW","LETE","29.76435","-93.14889","symbolic",104,40,40,101,101,103,TRUE,3,3,103,"2020",101,1,FALSE,1,0,85,18
"RUTW","LETE","29.76435","-93.14889","symbolic",104,40,40,101,101,103,TRUE,3,3,103,"2020",103,0,TRUE,0,2,85,18
