,,,,,,,,,,,,,,,,,,,,,,,,,April 1 = 1,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,69,71,72,73,74,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,107,108,109,110,112,113,114,115,116,117,121,122,125,115,116,117,118,121,122,125,,,,,,,,
134,BROW,WIPL,29.77312,-93.29353,none,6/30/2019,Y,80,70,"P3, N1",,,,79,88,88,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 12d, 12d, 9d",,,,3E,,,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,BROW,WIPL,29.77169,-93.30158,none,7/15/2019,Y,0,0,,,,,79,79,83,22 June- KBB photo of ghost crab hole and vehicle tracks at nest,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,BROW,CONI,29.77164,-93.30161,none,7/9/2019,Y,0,0,,,,,,,,10-July adults around the area but no chicks seen or observed with female. ,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, angled on bottom",,,,1E,,,,2E,,,,,BON,,,2E,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,BROW,WIPL,29.77217,-93.29902,none,7/7/2019,Y,20,10,,,,ghost crab,79,96,101,"5 July nest was down to one egg, no adult behavior indicating chicks nearby, thinking maybe picked off by a ghost crab? lots of holes around the area. depredated by crab, final egg abandoned",,,D-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 9d",,,,3E,,,,3E,,,,,3E,?,?,1E,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,BROW,LETE,29.77248,-93.29659,none,7/1/2019,Y,0,0,,,,vehicle,79,79,83,22 June- run over by vehicle,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 7d",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,RAIN,LETE,29.6934,-92.22506,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,RAIN,LETE,29.69339,-92.22509,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,RAIN,LETE,29.69327,-92.2253,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 10d?",,,,,,,,,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,RAIN,LETE,29.69328,-92.22533,none,,,0,0,,,,,80,80,94,failed; likely omit for nest model given long gap between nest checks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 10d, 7d",,,,,,,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,RAIN,LETE,29.69321,-92.22538,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,"1E, starring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,RAIN,LETE,29.69314,-92.22554,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,RAIN,LETE,29.69316,-92.22556,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,BROW,LETE,29.77248,-93.29645,none,7/8/2019,Y,0,0,,,,,83,96,96,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,2E,,,,,2E,,,2C hatch 1-2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,BROW,LETE,29.77233,-93.2975,none,7/8/2019,Y,0,0,,,,,83,99,99,10 July- baby chick poops in scrape indicating hatch. 2 small downy chicks observed from shoreline being fed just south of nest stick. Possibly from this nest. But it definitely hatched.,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,2E,,,,,2E,,,2E,,,hatch,,poops in scrape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,BROW,LETE,29.77173,-93.30105,none,7/5/2019,N,0,0,,,,,83,83,88,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7d, 4d",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,BROW,LETE,29.77257,-93.296,none,7/11/2019,N,0,0,,,,,83,101,107,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,2E,,,,,2E,,,2E,,,,,2E,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,RUTW,CONI,29.7639,-93.144,none,,Y,60,70,,,,,84,87,87,"28 June attempted a box trap on nest, not a good method for this species.",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, vert at surf",,"1C, 1E hatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ROJH,LETE,29.63642,-92.77032,,7/14/2019,,0,0,,,,,,,,not tracked due to logistics and storms,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,RUTW,WIPL,29.76668,-93.15984,,7/7/2019,,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 17 days",,,,2E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,RUTE,CONI,29.75673,-93.11461,,7/12/2019,,70,75,,,,,99,109,112,"8 Jul - attempted hand net and bow net capture. bird escaped bow net and method was not reattempted. SB has more detailed notes; 18 Jul one had started hatching, was being eaten by ants. removed that egg and bird came back to incubate",,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, horizontal float",,,,,,,,,,,,2E,,,2E,2E,2E,1E,,1E-abandoned,,,,,,,,,,,,,,,,,,,,,,,
154,BROW,LETE,29.77267,-93.29533,,7/16/2019,,0,0,,,,,88,101,107,TS Barry storm surge- beach scoured and all nests and chicks lost. ,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2d",,,,,2E,,,2E,,,,,2E,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,BROW,LETE,29.77244,-93.29666,,7/6/2019,,0,0,,,,,88,96,96,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 10d, 10d, 7d",,,,,3E,,,"hatch 1C, 2E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,RAIN,LETE,29.69834,-92.2277,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,RAIN,LETE,29.69852,-92.22733,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,RAIN,LETE,29.69857,-92.22714,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,,,,,,,,,,,"2E, 15d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,RAIN,LETE,29.69859,-92.22717,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,RAIN,LETE,29.69301,-92.22582,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 15d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,RAIN,LETE,29.69321,-92.22547,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,RAIN,LETE,29.69341,-92.22503,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 19d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,RAIN,LETE,29.69229,-92.22456,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, starring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,RAIN,LETE,29.69233,-92.22455,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,RAIN,LETE,29.69237,-92.22449,none,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,HBRB,LETE,29.76608,-93.3847,none,,N,0,0,,,,,98,101,110,Barry storm impacts,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 2-4d",,,2E,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
167,HBRB,LETE,29.76598,-93.38461,none,,N,0,0,,,,,98,101,110,Barry storm impacts,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-4d",,,2E,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
168,HBRB,LETE,29.76553,-93.38167,none,,N,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 6-7d",,,not checked,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
169,HBRB,CONI,29.76466,-93.3702,none,,N,5,5,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, vert at surf",,,not checked,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
170,HBTO,LETE,29.76881,-93.43932,none,,N,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 7d",,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
171,HBTO,LETE,29.76879,-93.43872,none,,N,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 7d",,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
172,HBTO,LETE,29.76879,-93.43822,none,,N,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 4d",,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
173,HBTO,LETE,29.76874,-93.43724,none,,N,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
174,HBTO,LETE,29.76874,-93.437,none,,Y,0,0,,,,,98,98,110,not tracked well enough for model?,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, 1d",,,,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,
175,RUTW,CONI,29.76057,-93.13046,none,,Y,15,25,1372-74129,,,,99,116,116,7/25/19 - Female captured at nest and banded.,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, new",,,,,2E,,2E,,,2E,,2C,,,,,,,,,,,,,,,,,,,
176,BROW,LETE,29.77271,-93.29499,none,,N,0,0,,,,,101,101,107,TS Barry storm surge- all nests and chicks lost,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,BROW,LETE,29.77206,-93.29881,none,,N,0,0,,,,,101,101,107,TS Barry storm surge- all nests and chicks lost,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,RUTE,WIPL,29.75873,-93.12262,symbolic,,Y,,,,,,,,,,"18 July- nest found with no adults present, but adults seen here on several surveys prior to TS Barry. The nest must have begun to hatch around the time of storm and was abandoned by adults? eggs dense with chicks but nest failed. ",,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 2 starring, cold, A",,,,,,,,,,,,,,,,,,,,,,,,,
200,ROCK,WIPL,29.66708,-92.84296,none,5/21/2019,Y,5,5,N8,,,,21,33,41,strong south winds and storms ,,,S,,,,,,,1E,,,3E,,,,3E,,,,3E,,,,,"high water, could not check nest",,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,ROCK,WIPL,29.6625,-92.83125,none,5/21/2019,Y,50,5,,,,,21,21,25,25 April - heavy storm with strong south winds likely the cause of nest failure. No adults or eggs present. Could not find nest stick and area had been overwashed from surge. ,,,S,,,,,,,1E,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,ROCK,WIPL,29.66157,-92.82929,none,5/26/2019,Y,20,30,,,,ghost crab,29,29,33,photo evidence confirms a GC hole at nest scrape,,,D,,,,,,,,,,,,,,1E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,RUTW,LETE,29.76757,-93.16407,none,5/22/2019,Y,5,15,,,,,,,,"5/29 stick knocked over; cattle disturbance in area; nest has been around since 5/3, still eggs on 5/24, maybe hatched maybe not; adults divebombing",,,U,,,,,,,,,,,,,,,,,,1E,,,2E,,,,,,,,,2E,,,,,2E,,,,2E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,ROCK,WIPL,29.66136,-92.8288,none,5/26/2019,Y,10,10,T2,,,unknown,29,29,33,evidence of coyote and GC at nest,,,D,,,,,,,,,,,,,,1E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,RUTW,LETE,29.77008,-93.17743,none,5/20/2019,Y,15,15,,,,,,,,24 May- piece of egg shell in nest with 1E. Angry adults around. Hatch?,,,U,,,,,,,,,,,,,,,,,,"3E, 1-3d",,,3E,,,,,,,,,3E,,,,,3E,,,,1E,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,RUTW,LETE,29.76977,-93.17558,none,5/21/2019,Y,10,10,,,,,,,,cattle disturbance nearby,,,U,,,,,,,,,,,,,,,,,,"2E, 1-2d",,,2E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,ROCK,WIPL,29.662,-92.82995,none,5/25/2019,Y,10,5,female unbanded,,,,29,33,41,strong south winds and storms ,,,S,,,,,,,,,,,,,,2E,,,,BON,,,,,"high water, could not check nest",,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,RUTW,LETE,29.77051,-93.17966,none,5/22/2019,Y,5,5,,,,,,,,15 May SB could not find nest or stick,,,U,,,,,,,,,,,,,,,,,,1E,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,RUTW,LETE,29.76799,-93.16595,none,5/22/2019,Y,5,5,,,,,33,54,59,"nest has been around since 5/3, still eggs on 5/24, maybe hatched maybe not; update HATCHED per camera :)",Y,Y,U,H,5/24/2019,,"originally said hatch was 5/26, but I see chicks in photo 5/25",,,,,,,,,,,,,,1E,,,2E,,,,,,,,,2E,,,,,2E,,,,2E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,RUTW,LETE,29.76784,-93.16529,none,5/20/2019,Y,5,5,,,,,33,54,54,,,,H,,,,,,,,,,,,,,,,,,"3E, ~1,2,3d",,,3E,,,,,,,,,3E,,,,,3E,,,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,RUTW,LETE,29.77073,-93.18079,none,5/18/2019,Y,5,5,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,"3E, 3-5d",,,"3E, cattle disturbance, replaced stick",,,,,,,,,3E,,,,,could not find,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,RUTW,LETE,29.77049,-93.17948,none,5/21/2019,Y,5,5,,,,,33,33,36,vehicle/ATV tracks through the nest,,,Hu,,,,,,,,,,,,,,,,,,"2E, 1-2d",,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,ROCK,WIPL,29.67364,-92.86095,none,5/25/2019,Y,10,20,,,,,,,,"no signs indicating cause of failure. photo shows no nest scrape on 5/3, but the stick is present.",,,U,,,,,,,,,,,,,,1E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,RUTW,LETE,29.76749,-93.16374,none,5/20/2019,Y,5,30,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,"3E, ~1,2,3d",,,2E,,,,,,,,,1E,,,,,could not find,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,RUTW,LETE,29.76747,-93.16365,none,5/22/2019,Y,30,40,,,,,,,,"nest has been around since 5/3, still eggs on 5/24, maybe hatched maybe not",,,U,,,,,,,,,,,,,,,,,,1E,,,3E,,,,,,,,,3E,,,,,3E,,,,3E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,RUTW,LETE,29.76982,-93.176,none,5/21/2019,Y,20,30,,,,,,,,"could not be located after May 15, fate unknown.",,,U,,,,,,,,,,,,,,,,,,"2E, 1-2d",,,3E,,,,,,,,,3E,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,RUTW,LETE,29.76737,-93.16323,none,5/22/2019,Y,10,30,,,,,,,,"nest has been around since 5/3, still eggs on 5/24, maybe hatched maybe not",,,U,,,,,,,,,,,,,,,,,,1E,,,2E,,,,,,,,,2E,,,,,1E,,,,1E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,RUTW,LETE,29.76998,-93.17687,none,5/20/2019,Y,5,5,,,,,33,54,54,,,,H,,,,,,,,,,,,,,,,,,"3E, 1-3d",,,3E,,,,,,,,,3E,,,,,3E,,,,"1E, 1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,RUTW,LETE,29.76699,-93.16137,none,6/3/2019,Y,,,,,,,50,59,63,SB placed camera 5/20,Y,Y,F,Ca,5/31/2019,coyote,"where are the photos from after 6/2? Never mind, 6/2 is end date; looks like cattle, not coyote? After 5/31 bird stops incubating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,2E,,,,,2E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nest on 226/223 memory card that starts at 5/29 - which is it? 2-something?,
224,RUTW,LETE,29.76702,-93.16142,none,,Y,,,,,,,45,45,50,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,"2E, eggs feel cold",,,,2E,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,RUTW,LETE,29.76707,-93.16164,none,6/2/2019,Y,,,,,,,43,63,63,"6 June- area flooded, not able to access this stretch. 3-4 day old chick seen on camera 6/6",Y,Y,U,H,6/4/2019,,6/7 coyote in pics chick 3-4d fleeing nest scrape just beforehand; 2-3d chick being fed 6/6,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,3E,,,,,3E - 15d,,,,3E,,,could not check,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,RUTW,LETE,29.76697,-93.16144,none,?,,,,,,,,54,54,59,5/29 - angry adults in area; also lots of disturbance - maybe run over?,Y,N,F,NA,NA,,unclear from photos - cannot see bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,"0E, no stick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"which nests are actually on this camera? clouds in camera appear to move southwest, which matches the direction from the weather data (southeast); can see part of sunset (MFDC7386.JPG) - ","PROBABLY INCORRECT: cam placed 5/24 - which nest is in background? Is this really 226?; adult bringing fish later on 5/24 and on 5/25; 5/25: bird in brooding position and looking down into nest scrape a lot, plus both adults very active; "
227,RUTW,LETE,29.76751,-93.16409,none,6/2/2019,Y,,,,,,,50,67,67,"6 June 1C 1d old, 1E, the egg is not viable",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,,,,,2E - 15d,,,,2E,,,"hatch, 1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,RUTW,LETE,29.76757,-93.16476,none,,Y,,,,,,,50,50,54,"24 May- ghost crab hole and tracks at nest, as well as cattle tracks through the nest- KBB. unknown cause of failure.",,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
